age,income,score,height,color,city,education,satisfaction,purchased
49.0,81607.0,56.2,181.1,Red,DAL,High School,Very Satisfied,Yes
28.0,36940.0,50.82,157.3,Green,LA,Masters,Satisfied,Yes
27.0,44003.0,59.86,165.2,Red,CHI,,Very Satisfied,No
,147880.0,54.71,161.4,Blue,HOU,Masters,Satisfied,Yes
31.0,118408.0,65.91,179.8,Red,LA,High School,Very Satisfied,Yes
30.0,54815.0,63.49,183.3,Red,HOU,Bachelors,Satisfied,Yes
78.0,50869.0,34.73,171.6,Black,LA,High School,Very Satisfied,No
74.0,69297.0,33.71,161.6,Green,CHI,Bachelors,Very Unsatisfied,Yes
79.0,80107.0,39.48,165.6,Yellow,HOU,PhD,Very Unsatisfied,No
42.0,102793.0,64.64,163.7,Yellow,HOU,High School,Very Unsatisfied,Yes
19.0,36682.0,26.36,160.2,Black,DAL,High School,Neutral,No
52.0,39622.0,55.92,169.0,Blue,NY,High School,Unsatisfied,Yes
24.0,50408.0,55.44,175.7,Blue,LA,,Satisfied,No
38.0,28837.0,67.44,174.9,Blue,CHI,High School,,Yes
35.0,84210.0,52.71,169.9,Red,DAL,Masters,Very Unsatisfied,No
20.0,35407.0,29.85,170.6,Green,DAL,High School,Satisfied,Yes
59.0,49309.0,35.61,169.2,Blue,NY,High School,Satisfied,No
71.0,91918.0,32.27,157.0,Yellow,CHI,Masters,Neutral,No
78.0,,41.93,171.6,Red,LA,Bachelors,Unsatisfied,Yes
56.0,38895.0,47.26,164.2,Blue,HOU,,,No
58.0,141284.0,32.52,156.5,Blue,NY,PhD,,Yes
66.0,119087.0,72.06,173.7,Green,HOU,Bachelors,Satisfied,No
28.0,106912.0,30.12,163.9,Green,DAL,Masters,Very Unsatisfied,Yes
56.0,20370.0,70.19,172.3,Red,HOU,PhD,,Yes
41.0,134212.0,67.78,178.5,Yellow,LA,PhD,Very Satisfied,No
77.0,20486.0,63.47,160.5,Black,LA,High School,Satisfied,Yes
,43762.0,39.59,170.9,Yellow,HOU,High School,,Yes
36.0,46613.0,55.14,151.9,Green,HOU,Masters,Satisfied,No
21.0,132804.0,30.84,185.3,Green,NY,Masters,Satisfied,No
43.0,23196.0,63.66,156.4,Black,LA,High School,Very Satisfied,Yes
55.0,127856.0,48.89,164.9,Yellow,HOU,Bachelors,Very Unsatisfied,Yes
59.0,138975.0,43.86,183.4,Yellow,CHI,Masters,Very Satisfied,No
49.0,114937.0,31.64,167.7,Black,NY,Masters,Unsatisfied,Yes
56.0,,12.84,158.0,Green,NY,Masters,Satisfied,Yes
62.0,96349.0,34.42,177.1,Red,NY,Masters,Very Unsatisfied,Yes
63.0,84839.0,66.69,176.9,Yellow,NY,High School,Neutral,Yes
53.0,61916.0,43.96,163.7,Blue,HOU,,,Yes
57.0,,47.46,164.8,Yellow,DAL,High School,Very Satisfied,Yes
54.0,133312.0,59.83,165.6,Yellow,CHI,PhD,,No
50.0,48225.0,77.09,167.9,Yellow,DAL,Masters,,Yes
53.0,65853.0,69.88,151.1,Green,DAL,Masters,Very Satisfied,Yes
20.0,69390.0,35.41,168.2,Blue,HOU,High School,Very Satisfied,No
26.0,52275.0,20.86,187.8,Yellow,NY,Masters,,No
25.0,92379.0,85.39,161.0,Red,NY,PhD,Satisfied,Yes
50.0,21105.0,84.03,164.2,Blue,HOU,Masters,Very Satisfied,Yes
76.0,136074.0,52.83,158.2,Black,HOU,,Very Satisfied,No
23.0,79896.0,30.94,176.1,Red,LA,Bachelors,Very Satisfied,No
58.0,63209.0,64.45,182.0,Black,NY,Masters,Very Unsatisfied,Yes
56.0,117175.0,48.38,181.8,Yellow,CHI,Bachelors,Very Satisfied,No
21.0,62487.0,48.31,157.5,Green,LA,Bachelors,Satisfied,No
30.0,38051.0,63.42,175.0,Yellow,DAL,PhD,Satisfied,Yes
66.0,114244.0,55.02,184.3,Yellow,NY,High School,Very Satisfied,No
77.0,120995.0,32.21,175.1,,HOU,PhD,,Yes
,142444.0,45.13,174.8,Yellow,HOU,Bachelors,Neutral,No
77.0,97400.0,59.92,165.3,Red,HOU,Bachelors,Very Satisfied,Yes
22.0,120300.0,57.65,172.2,Green,NY,,,Yes
61.0,86961.0,53.93,182.4,Black,CHI,Bachelors,,Yes
44.0,80156.0,64.0,173.3,Blue,HOU,Masters,Very Unsatisfied,No
49.0,134682.0,44.57,157.5,Yellow,NY,High School,Satisfied,Yes
38.0,77175.0,52.68,165.4,,DAL,Masters,Very Unsatisfied,Yes
25.0,26849.0,-0.63,182.1,Yellow,LA,Bachelors,Very Unsatisfied,Yes
55.0,121551.0,43.26,173.2,Yellow,NY,PhD,Very Satisfied,Yes
25.0,,61.46,171.2,Black,NY,Bachelors,Unsatisfied,Yes
67.0,119794.0,44.14,164.5,Red,HOU,High School,Very Satisfied,Yes
20.0,135912.0,43.01,181.9,Blue,LA,PhD,Very Unsatisfied,Yes
71.0,137275.0,34.38,186.6,Yellow,LA,PhD,Very Satisfied,No
61.0,76866.0,65.05,182.6,Red,HOU,High School,Very Unsatisfied,Yes
78.0,137752.0,58.23,184.4,Yellow,CHI,PhD,Satisfied,Yes
75.0,67078.0,62.38,166.4,Yellow,NY,Bachelors,Very Satisfied,Yes
20.0,142492.0,24.11,165.0,Red,HOU,PhD,Very Satisfied,Yes
39.0,51113.0,47.59,168.4,Yellow,CHI,Bachelors,Satisfied,Yes
23.0,135520.0,45.8,170.4,Blue,HOU,High School,Very Satisfied,Yes
19.0,35401.0,45.79,184.3,Black,DAL,,Very Unsatisfied,Yes
40.0,32884.0,40.76,181.7,Red,CHI,PhD,Neutral,Yes
61.0,104360.0,44.81,175.4,Green,CHI,High School,Very Satisfied,Yes
19.0,57563.0,62.74,155.7,,LA,Bachelors,Satisfied,No
55.0,54414.0,21.31,153.1,Black,NY,Masters,Satisfied,No
34.0,36142.0,76.66,172.4,Blue,HOU,Bachelors,Neutral,Yes
52.0,132610.0,57.26,178.8,Blue,HOU,Masters,Very Unsatisfied,No
51.0,135128.0,49.37,169.2,Green,NY,Masters,Unsatisfied,Yes
40.0,91492.0,63.6,189.1,Blue,NY,Masters,Very Unsatisfied,Yes
47.0,99464.0,28.22,159.2,Black,LA,PhD,Very Satisfied,Yes
69.0,95257.0,40.03,157.9,Green,NY,Bachelors,Satisfied,Yes
25.0,96693.0,48.18,163.4,Red,DAL,Masters,Satisfied,Yes
39.0,55135.0,70.48,163.0,Green,LA,Masters,Very Unsatisfied,No
61.0,92232.0,49.3,175.3,Red,CHI,Bachelors,Very Unsatisfied,Yes
75.0,47862.0,56.75,165.8,Blue,NY,Bachelors,Very Satisfied,No
53.0,25190.0,41.16,154.5,Black,CHI,PhD,Very Unsatisfied,Yes
22.0,90199.0,57.3,178.9,Yellow,LA,High School,Neutral,No
30.0,125366.0,75.16,152.4,Green,DAL,Bachelors,Neutral,Yes
46.0,24331.0,64.93,159.3,Blue,DAL,PhD,Unsatisfied,Yes
48.0,144184.0,48.78,153.8,Black,NY,High School,Satisfied,No
64.0,72186.0,60.13,172.1,Yellow,DAL,PhD,Very Satisfied,No
74.0,64648.0,58.66,171.9,Green,HOU,Bachelors,Very Satisfied,Yes
72.0,48549.0,57.6,189.2,Black,LA,Bachelors,Very Unsatisfied,Yes
33.0,101782.0,66.68,179.1,Blue,DAL,Bachelors,Satisfied,No
59.0,45761.0,66.57,184.4,,LA,High School,Unsatisfied,No
79.0,23262.0,48.09,172.9,Green,LA,Masters,Unsatisfied,Yes
47.0,131624.0,59.63,160.2,Red,HOU,PhD,Unsatisfied,No
74.0,71259.0,44.25,171.3,Red,NY,,Satisfied,Yes
72.0,92572.0,36.15,175.9,Green,LA,PhD,Unsatisfied,No
33.0,144720.0,45.96,177.0,Black,HOU,Masters,Neutral,Yes
29.0,73472.0,48.86,165.3,Blue,DAL,High School,,Yes
34.0,107858.0,25.08,174.9,Yellow,CHI,Bachelors,Unsatisfied,Yes
33.0,104667.0,62.9,160.7,,NY,Masters,Neutral,No
29.0,24677.0,8.49,159.6,Blue,CHI,High School,Neutral,No
25.0,93508.0,90.72,158.8,Green,HOU,Masters,Very Satisfied,No
37.0,100865.0,72.53,170.2,Blue,LA,Masters,Very Unsatisfied,Yes
20.0,122568.0,46.08,158.2,Blue,HOU,Bachelors,Very Satisfied,No
33.0,121437.0,50.14,165.8,Blue,NY,High School,,Yes
47.0,129916.0,54.54,179.0,Green,NY,High School,Neutral,No
62.0,70617.0,41.16,159.7,Red,DAL,PhD,Very Satisfied,No
40.0,106029.0,52.89,165.0,Yellow,HOU,Masters,Very Unsatisfied,No
45.0,38595.0,47.84,170.7,Black,NY,Masters,Neutral,Yes
68.0,107459.0,48.59,172.5,Red,HOU,PhD,Unsatisfied,Yes
57.0,80148.0,52.72,165.0,Yellow,DAL,High School,Very Unsatisfied,No
71.0,66926.0,30.3,177.9,,DAL,PhD,,No
22.0,95271.0,50.59,175.9,Yellow,HOU,Bachelors,Satisfied,No
37.0,54457.0,52.45,181.4,Green,NY,PhD,Unsatisfied,Yes
57.0,62531.0,51.93,169.2,Yellow,LA,Masters,Unsatisfied,No
73.0,93263.0,46.76,164.9,Red,LA,,Satisfied,Yes
61.0,93300.0,67.07,163.2,Green,DAL,High School,Satisfied,Yes
18.0,148027.0,44.7,173.1,,NY,Bachelors,Unsatisfied,No
74.0,83171.0,53.41,166.2,Green,DAL,Bachelors,Neutral,Yes
47.0,139229.0,69.46,164.3,Green,DAL,Masters,Neutral,No
38.0,146159.0,48.81,165.5,Yellow,DAL,Bachelors,Very Satisfied,No
37.0,138229.0,53.22,163.2,Green,DAL,PhD,Very Satisfied,No
23.0,65771.0,48.55,172.0,Yellow,HOU,High School,Satisfied,No
39.0,113135.0,68.56,155.9,Red,HOU,Masters,Very Unsatisfied,No
35.0,86354.0,46.13,173.0,Green,NY,Masters,Unsatisfied,No
25.0,132743.0,69.25,176.8,Blue,NY,Masters,Satisfied,No
56.0,133381.0,48.45,164.2,Blue,CHI,High School,Satisfied,No
49.0,57289.0,37.11,189.2,Red,LA,Bachelors,Satisfied,Yes
50.0,53892.0,60.19,170.2,Blue,HOU,,Neutral,No
70.0,91196.0,45.43,154.4,Yellow,NY,Bachelors,Very Unsatisfied,Yes
33.0,149662.0,59.31,167.2,Green,DAL,Masters,Neutral,No
29.0,115057.0,9.06,170.6,Black,HOU,Bachelors,Very Satisfied,No
55.0,58409.0,50.08,174.5,Green,LA,,Satisfied,No
69.0,135817.0,43.11,167.4,Green,HOU,PhD,Neutral,No
51.0,54470.0,34.05,159.9,Black,LA,,Satisfied,Yes
78.0,,41.7,159.1,Blue,CHI,High School,Very Unsatisfied,No
31.0,43296.0,41.39,163.5,,NY,Masters,Unsatisfied,Yes
53.0,138566.0,49.28,164.4,Green,LA,PhD,Neutral,Yes
50.0,81716.0,29.49,158.7,,CHI,Masters,Very Unsatisfied,Yes
40.0,109152.0,54.74,162.7,Yellow,HOU,Bachelors,Unsatisfied,No
67.0,46382.0,70.49,176.6,Yellow,NY,High School,,No
62.0,96675.0,54.21,186.5,Black,LA,Masters,Very Unsatisfied,Yes
19.0,141019.0,62.13,177.6,Green,LA,High School,Very Satisfied,Yes
58.0,,66.42,183.1,Yellow,NY,Bachelors,Unsatisfied,No
38.0,42419.0,68.55,179.7,Red,HOU,Masters,Unsatisfied,No
19.0,113321.0,78.05,178.3,Blue,HOU,Bachelors,Satisfied,Yes
44.0,101238.0,42.51,166.6,Green,DAL,Masters,Very Satisfied,No
74.0,145032.0,39.22,171.4,Yellow,HOU,Bachelors,Neutral,Yes
26.0,114753.0,61.75,165.8,Black,NY,,Very Unsatisfied,Yes
18.0,59291.0,60.62,167.8,Yellow,CHI,Bachelors,Satisfied,No
28.0,32397.0,61.64,170.7,Red,NY,Masters,Very Satisfied,No
20.0,126415.0,78.34,177.1,Yellow,LA,High School,,No
69.0,77888.0,50.17,174.2,Green,DAL,PhD,,Yes
79.0,55169.0,56.39,168.4,Black,DAL,,,Yes
40.0,82182.0,35.29,170.6,Black,CHI,High School,Very Satisfied,Yes
43.0,112476.0,82.03,174.3,Red,LA,Masters,Very Satisfied,Yes
21.0,62249.0,44.95,176.7,Green,HOU,PhD,Neutral,Yes
35.0,48341.0,45.38,154.8,Red,HOU,High School,Very Unsatisfied,No
72.0,95603.0,44.8,159.2,Red,HOU,High School,Unsatisfied,Yes
23.0,,40.33,181.1,Red,NY,,,Yes
52.0,81772.0,39.06,169.4,Yellow,HOU,Masters,,Yes
39.0,99360.0,42.14,165.8,Blue,LA,Bachelors,Neutral,No
60.0,33444.0,29.51,167.4,Yellow,DAL,Masters,Unsatisfied,No
32.0,,38.22,167.4,Green,NY,High School,Very Unsatisfied,No
39.0,143662.0,79.23,175.6,Red,HOU,High School,Neutral,Yes
77.0,134416.0,61.03,158.9,Red,LA,High School,Very Satisfied,No
54.0,118843.0,63.89,170.2,Blue,CHI,Masters,Satisfied,Yes
69.0,30974.0,67.66,172.5,Black,LA,Masters,Satisfied,Yes
59.0,132150.0,77.51,174.0,Red,DAL,Masters,Neutral,Yes
29.0,58383.0,23.43,172.2,Yellow,LA,Bachelors,Very Satisfied,Yes
64.0,145548.0,31.55,175.2,Red,LA,Masters,Neutral,Yes
66.0,114826.0,37.94,164.3,Green,NY,PhD,Neutral,Yes
59.0,101552.0,42.95,160.6,Blue,DAL,Masters,Satisfied,Yes
55.0,117648.0,45.49,194.6,Black,HOU,Masters,Neutral,Yes
35.0,114049.0,43.3,167.0,Green,DAL,Masters,Satisfied,Yes
62.0,22956.0,53.29,168.2,Yellow,CHI,Masters,Very Satisfied,Yes
52.0,28077.0,50.53,176.8,Green,DAL,PhD,,Yes
47.0,56490.0,39.16,186.0,Red,NY,Masters,Very Satisfied,Yes
41.0,130363.0,17.37,164.6,Blue,HOU,High School,Satisfied,Yes
59.0,144713.0,35.11,160.0,Red,DAL,Masters,,Yes
47.0,123391.0,41.76,157.6,Blue,HOU,Masters,Unsatisfied,Yes
31.0,128642.0,46.29,185.9,Yellow,NY,PhD,Unsatisfied,Yes
23.0,75612.0,33.05,159.6,Green,LA,High School,Unsatisfied,Yes
20.0,120474.0,42.64,169.7,Blue,CHI,PhD,Very Satisfied,Yes
33.0,56159.0,33.04,160.2,Green,DAL,Bachelors,Unsatisfied,Yes
24.0,59710.0,48.11,155.5,Blue,HOU,,Neutral,Yes
69.0,103536.0,33.9,167.1,Red,DAL,Masters,,No
31.0,33806.0,37.27,160.6,Blue,NY,PhD,Unsatisfied,No
26.0,133096.0,30.37,163.1,Blue,LA,Bachelors,Very Satisfied,No
32.0,98345.0,47.7,190.1,Black,NY,High School,Unsatisfied,No
38.0,100391.0,37.0,174.2,Yellow,HOU,Masters,Satisfied,No
52.0,127412.0,63.6,179.3,Red,DAL,Bachelors,Very Unsatisfied,No
19.0,114924.0,56.09,178.2,Red,HOU,PhD,Very Unsatisfied,Yes
44.0,26458.0,48.95,169.0,Green,NY,,Very Satisfied,No
19.0,55524.0,38.04,165.6,,DAL,,Very Satisfied,No
52.0,26853.0,55.71,172.5,Blue,HOU,Bachelors,Very Satisfied,Yes
35.0,60477.0,60.36,171.7,Blue,DAL,Bachelors,Unsatisfied,No
31.0,52222.0,52.14,164.3,Red,CHI,High School,Satisfied,Yes
37.0,38320.0,74.06,171.3,Black,NY,High School,Satisfied,Yes
35.0,114154.0,56.89,162.9,Green,NY,High School,Satisfied,No
27.0,72243.0,63.7,168.3,,CHI,Bachelors,Very Unsatisfied,Yes
42.0,65615.0,52.0,166.6,,LA,High School,Satisfied,Yes
19.0,37352.0,60.13,157.3,Yellow,HOU,High School,Very Satisfied,No
42.0,92833.0,38.05,146.5,Red,LA,Masters,Unsatisfied,No
78.0,113476.0,43.12,160.6,Yellow,DAL,High School,Very Unsatisfied,Yes
71.0,134560.0,55.24,188.0,Red,HOU,Masters,Unsatisfied,Yes
50.0,23203.0,55.13,166.9,Green,HOU,Bachelors,Neutral,Yes
53.0,59267.0,57.61,177.8,Yellow,HOU,Masters,,No
48.0,57941.0,66.51,148.8,Green,CHI,High School,,No
31.0,102809.0,28.63,159.9,Green,NY,PhD,Very Satisfied,Yes
18.0,,35.38,156.5,Green,CHI,Bachelors,Unsatisfied,No
63.0,97186.0,53.44,168.0,Yellow,CHI,High School,Satisfied,Yes
33.0,50984.0,39.13,194.2,Yellow,CHI,Masters,,Yes
71.0,61941.0,100.67,174.6,Yellow,LA,PhD,Very Satisfied,Yes
63.0,92918.0,57.74,187.0,Blue,CHI,Bachelors,Neutral,No
78.0,72683.0,48.83,167.5,Green,NY,Bachelors,Unsatisfied,No
69.0,146409.0,42.27,183.6,Blue,HOU,,,Yes
20.0,20801.0,42.8,190.7,Red,LA,High School,Satisfied,No
52.0,126538.0,50.45,168.9,Yellow,CHI,Masters,Neutral,No
58.0,132201.0,51.68,164.6,Black,CHI,PhD,Very Unsatisfied,Yes
23.0,67965.0,43.15,156.8,Red,HOU,Bachelors,Unsatisfied,No
42.0,105269.0,45.9,166.9,Green,HOU,High School,,No
30.0,142693.0,70.16,170.8,Green,LA,,Very Unsatisfied,No
70.0,29969.0,70.77,190.3,Blue,NY,PhD,,No
51.0,55969.0,53.78,157.1,,LA,Masters,Satisfied,No
25.0,102269.0,29.88,170.6,Yellow,HOU,High School,,Yes
38.0,52449.0,58.08,151.9,Red,NY,Bachelors,Unsatisfied,Yes
51.0,111679.0,73.31,165.7,Red,CHI,Bachelors,Very Satisfied,No
21.0,45705.0,70.55,173.1,Red,CHI,,Very Unsatisfied,Yes
42.0,,61.02,175.1,Black,DAL,PhD,Very Satisfied,No
32.0,48363.0,71.34,175.9,Black,HOU,Masters,,Yes
21.0,50720.0,50.8,174.0,Green,DAL,PhD,Unsatisfied,No
62.0,29972.0,59.42,175.8,Green,LA,Masters,Satisfied,Yes
77.0,53351.0,39.79,170.5,Green,LA,Bachelors,Satisfied,Yes
29.0,131023.0,54.38,159.5,Yellow,NY,Bachelors,Very Satisfied,Yes
49.0,56145.0,69.94,151.5,Green,HOU,High School,Very Satisfied,No
49.0,107948.0,41.16,164.5,Blue,NY,,Neutral,Yes
,109614.0,37.08,168.7,Red,NY,High School,Very Unsatisfied,No
30.0,108116.0,51.46,182.5,Yellow,LA,Bachelors,Neutral,No
48.0,76235.0,46.6,169.0,Black,LA,Masters,Very Unsatisfied,Yes
31.0,34855.0,59.74,168.0,Red,HOU,High School,Unsatisfied,Yes
37.0,56169.0,43.2,173.9,Green,LA,PhD,Very Satisfied,Yes
35.0,66404.0,75.78,167.3,Black,HOU,Masters,Very Unsatisfied,Yes
46.0,39569.0,30.65,178.1,Black,DAL,High School,Satisfied,Yes
77.0,145074.0,68.81,189.8,Black,CHI,High School,Unsatisfied,Yes
23.0,149006.0,38.53,191.9,,DAL,High School,Satisfied,Yes
49.0,74437.0,23.06,171.0,Yellow,LA,PhD,Unsatisfied,Yes
46.0,68506.0,53.57,173.4,Red,CHI,High School,Very Unsatisfied,No
60.0,45738.0,46.18,185.8,Blue,CHI,High School,Satisfied,Yes
79.0,26772.0,33.36,168.5,Green,NY,High School,,No
19.0,110410.0,24.78,176.8,Yellow,CHI,Bachelors,Neutral,No
77.0,39731.0,49.87,158.6,Yellow,HOU,,,No
40.0,30131.0,64.64,166.9,Green,LA,High School,Very Satisfied,Yes
36.0,86324.0,58.77,181.6,Blue,LA,High School,Satisfied,Yes
48.0,74097.0,50.85,162.8,Black,NY,PhD,Very Unsatisfied,Yes
68.0,101720.0,57.18,168.7,Green,NY,Masters,Satisfied,No
22.0,116433.0,49.59,154.3,Black,LA,High School,Very Unsatisfied,No
36.0,22889.0,28.55,190.1,Green,NY,Bachelors,Neutral,Yes
51.0,29569.0,28.69,182.6,Red,CHI,High School,Very Satisfied,Yes
27.0,107193.0,46.95,171.9,Blue,CHI,PhD,Satisfied,No
42.0,95677.0,47.59,175.1,Blue,HOU,Bachelors,Satisfied,Yes
19.0,105192.0,62.76,174.0,Green,NY,High School,,No
79.0,143757.0,61.36,183.8,Blue,LA,Masters,Very Unsatisfied,No
28.0,107154.0,59.08,164.8,Black,DAL,High School,Satisfied,Yes
67.0,97470.0,45.8,177.3,Blue,LA,Bachelors,Neutral,Yes
78.0,128073.0,29.29,180.8,Blue,DAL,PhD,Satisfied,No
48.0,,56.18,182.2,Blue,DAL,,Unsatisfied,Yes
73.0,146019.0,57.88,147.4,Yellow,HOU,Bachelors,,Yes
32.0,27612.0,14.17,164.0,Green,DAL,High School,Satisfied,Yes
26.0,71644.0,37.48,159.8,Red,CHI,Masters,Neutral,Yes
40.0,52069.0,39.63,171.5,Red,CHI,High School,Very Unsatisfied,No
36.0,101741.0,51.78,149.8,Yellow,HOU,Bachelors,,No
26.0,47331.0,37.95,149.5,Yellow,LA,Masters,Satisfied,No
52.0,75897.0,49.43,191.7,Red,LA,High School,,No
38.0,33934.0,46.84,176.2,Black,LA,Masters,Very Unsatisfied,No
26.0,30095.0,47.61,171.2,Red,LA,,Unsatisfied,Yes
45.0,111494.0,39.25,173.6,Red,CHI,High School,Unsatisfied,No
79.0,122544.0,40.42,171.5,Green,CHI,High School,,Yes
,38706.0,33.8,180.0,Red,HOU,Masters,Very Satisfied,Yes
68.0,63516.0,55.7,163.7,Red,HOU,Masters,Unsatisfied,Yes
24.0,123602.0,58.57,171.9,Blue,HOU,Masters,,No
33.0,117008.0,38.44,172.3,Yellow,LA,Masters,Satisfied,No
33.0,54629.0,72.81,159.5,Red,LA,Bachelors,Satisfied,Yes
77.0,66910.0,45.28,182.8,Red,CHI,High School,Unsatisfied,No
50.0,108540.0,72.95,165.5,Black,CHI,Bachelors,Very Satisfied,Yes
21.0,144746.0,40.37,180.2,Red,NY,Bachelors,,Yes
21.0,40431.0,19.6,171.1,Green,NY,Masters,Unsatisfied,No
56.0,76733.0,56.03,186.3,Black,LA,High School,Unsatisfied,Yes
57.0,60088.0,53.73,159.6,Red,CHI,High School,Very Unsatisfied,Yes
34.0,64135.0,50.52,159.2,Green,LA,Masters,Satisfied,No
54.0,135786.0,40.37,160.9,Yellow,DAL,Masters,Very Unsatisfied,No
56.0,58015.0,49.48,171.3,Red,NY,PhD,Unsatisfied,Yes
77.0,120038.0,42.33,185.4,Yellow,HOU,Bachelors,Unsatisfied,Yes
69.0,51385.0,45.46,185.9,Red,LA,High School,Unsatisfied,No
46.0,90199.0,62.62,146.9,Black,DAL,Bachelors,Neutral,Yes
69.0,58677.0,52.76,172.5,Black,HOU,Bachelors,Very Unsatisfied,No
53.0,138104.0,59.15,137.9,Green,DAL,,Very Satisfied,Yes
77.0,32818.0,46.52,178.0,Blue,CHI,,Satisfied,Yes
55.0,108222.0,44.87,181.2,,CHI,High School,Satisfied,No
56.0,83001.0,32.7,169.6,Red,CHI,High School,Neutral,No
67.0,,44.45,170.8,Yellow,HOU,Masters,Very Unsatisfied,No
54.0,69832.0,0.18,170.7,Yellow,HOU,,Satisfied,No
69.0,60931.0,41.15,162.2,Red,CHI,Bachelors,Unsatisfied,No
79.0,103990.0,48.77,174.3,Blue,HOU,High School,Very Unsatisfied,No
78.0,98894.0,58.46,167.7,Blue,CHI,Bachelors,Satisfied,No
52.0,92204.0,45.97,179.3,Blue,LA,PhD,Very Unsatisfied,No
24.0,65784.0,55.22,168.9,Red,CHI,Masters,Neutral,No
44.0,126305.0,17.3,161.4,Black,NY,PhD,Very Satisfied,Yes
45.0,29921.0,49.15,154.6,Black,LA,Masters,Very Satisfied,Yes
39.0,54959.0,24.81,151.4,Red,CHI,Masters,Very Unsatisfied,Yes
31.0,52328.0,31.88,183.1,Black,NY,PhD,Neutral,No
24.0,28859.0,47.19,165.4,Blue,CHI,High School,Satisfied,No
54.0,144492.0,69.14,173.4,Black,LA,,Unsatisfied,No
78.0,109506.0,55.57,187.8,Red,CHI,,Very Unsatisfied,Yes
39.0,94408.0,50.27,164.4,Black,HOU,High School,Very Unsatisfied,No
22.0,143852.0,49.71,163.7,Black,CHI,Masters,Satisfied,Yes
79.0,104766.0,39.3,168.7,Black,LA,Masters,Unsatisfied,No
72.0,46708.0,41.84,170.3,,DAL,PhD,Unsatisfied,Yes
19.0,38847.0,56.41,188.9,Red,CHI,,Satisfied,Yes
79.0,75989.0,29.22,185.7,Green,HOU,Masters,Very Unsatisfied,Yes
44.0,112641.0,58.9,176.2,Black,LA,,Satisfied,No
38.0,145383.0,44.17,184.5,Green,NY,,Very Satisfied,Yes
71.0,24922.0,62.38,168.2,Red,DAL,High School,Satisfied,No
55.0,89928.0,64.42,173.0,Yellow,CHI,PhD,Neutral,No
32.0,72335.0,24.9,167.0,Green,LA,PhD,,No
,146913.0,41.28,157.1,Red,HOU,Bachelors,Neutral,No
27.0,33541.0,37.17,182.0,Yellow,HOU,Bachelors,,No
40.0,39551.0,22.81,175.3,Black,LA,Bachelors,Very Unsatisfied,Yes
75.0,39381.0,34.51,170.2,Red,HOU,Bachelors,Very Satisfied,Yes
73.0,133319.0,86.62,170.0,Blue,DAL,Masters,Satisfied,Yes
56.0,75673.0,59.14,154.9,Yellow,NY,Bachelors,Satisfied,Yes
22.0,121531.0,78.76,160.2,Blue,HOU,PhD,Very Satisfied,No
18.0,42948.0,62.44,173.4,Black,HOU,Masters,Very Satisfied,No
30.0,112264.0,38.87,164.7,Black,NY,PhD,Unsatisfied,Yes
38.0,79072.0,44.27,167.8,Green,DAL,Masters,,No
43.0,87560.0,58.83,169.0,Black,DAL,Bachelors,Very Unsatisfied,No
67.0,102249.0,56.56,163.2,Green,DAL,PhD,Unsatisfied,No
62.0,22486.0,41.34,160.3,Yellow,HOU,High School,Satisfied,Yes
38.0,86691.0,27.35,153.9,Blue,HOU,PhD,Unsatisfied,Yes
70.0,30082.0,99.32,168.5,,DAL,High School,Satisfied,No
35.0,122781.0,47.88,176.2,Blue,HOU,Masters,Very Satisfied,No
54.0,104105.0,45.11,153.6,Red,CHI,High School,Very Unsatisfied,No
62.0,27086.0,51.7,169.8,Yellow,HOU,High School,,Yes
49.0,147818.0,46.36,172.8,Red,DAL,Bachelors,Very Unsatisfied,Yes
53.0,87853.0,51.84,160.1,Blue,LA,High School,Very Satisfied,No
34.0,121925.0,69.3,184.2,Green,DAL,PhD,Satisfied,No
52.0,90027.0,48.13,166.1,Yellow,LA,Masters,Very Satisfied,Yes
66.0,35916.0,32.56,169.0,Yellow,HOU,PhD,Very Unsatisfied,Yes
77.0,35248.0,47.58,168.4,Green,HOU,PhD,Very Unsatisfied,Yes
28.0,88047.0,43.03,152.3,,LA,,Very Unsatisfied,Yes
38.0,44226.0,71.36,180.1,Black,DAL,High School,Satisfied,No
69.0,45025.0,67.57,160.4,Black,NY,Masters,Satisfied,No
72.0,127850.0,51.61,167.6,Blue,NY,Bachelors,Unsatisfied,Yes
70.0,68380.0,30.82,176.0,Yellow,DAL,High School,,Yes
,27848.0,31.61,184.6,Green,HOU,Bachelors,Neutral,No
79.0,34274.0,50.23,159.2,,LA,Masters,Satisfied,No
21.0,140092.0,55.04,165.5,Red,LA,Bachelors,Very Satisfied,Yes
51.0,74545.0,44.38,183.8,Black,DAL,High School,Satisfied,No
69.0,149043.0,42.8,174.6,Red,DAL,,Unsatisfied,No
65.0,116494.0,41.11,176.7,Green,CHI,High School,Very Unsatisfied,No
77.0,135981.0,49.65,159.5,Yellow,LA,PhD,Unsatisfied,Yes
35.0,55233.0,14.26,166.2,Yellow,CHI,Masters,,No
57.0,36304.0,33.48,168.3,Red,HOU,Bachelors,Unsatisfied,Yes
52.0,133973.0,40.59,161.4,Black,LA,PhD,,Yes
58.0,31294.0,68.11,153.3,Blue,DAL,Bachelors,Neutral,No
46.0,46425.0,37.79,164.9,Yellow,DAL,Bachelors,Neutral,Yes
69.0,88711.0,52.71,183.5,Blue,HOU,Bachelors,,Yes
