age,income,score,height,color,city,education,satisfaction,purchased
53.0,116971.0,36.76,,Black,LA,Bachelors,Unsatisfied,No
22.0,50090.0,34.98,,Green,DAL,Bachelors,Neutral,Yes
28.0,51568.0,69.13,178.5,,HOU,,Very Satisfied,No
41.0,,76.85,170.2,,CHI,PhD,Satisfied,No
77.0,,49.18,182.3,Red,LA,,Very Unsatisfied,No
48.0,72913.0,29.09,172.7,,HOU,High School,Very Unsatisfied,Yes
72.0,147678.0,46.73,178.5,Blue,CHI,Bachelors,Satisfied,No
30.0,94875.0,42.57,,Red,NY,Bachelors,Neutral,No
33.0,64741.0,37.95,165.6,Black,DAL,PhD,Satisfied,No
41.0,51842.0,46.11,192.5,Yellow,DAL,Masters,,No
30.0,67109.0,62.37,,,NY,Masters,Very Unsatisfied,No
41.0,141631.0,62.78,181.4,Blue,HOU,,Very Satisfied,Yes
71.0,111402.0,53.44,167.3,,NY,Bachelors,Very Satisfied,No
43.0,72266.0,55.6,175.9,Green,LA,Bachelors,,No
19.0,130374.0,53.46,166.1,,CHI,High School,Neutral,No
33.0,121004.0,,172.3,,DAL,Bachelors,Unsatisfied,Yes
55.0,148268.0,69.21,190.6,Blue,NY,Bachelors,Unsatisfied,Yes
63.0,,29.63,170.4,Yellow,NY,,Very Unsatisfied,Yes
18.0,68045.0,56.0,,Green,DAL,High School,Very Satisfied,
66.0,45249.0,55.2,165.0,Black,DAL,,Unsatisfied,Yes
28.0,49890.0,79.53,167.2,Black,DAL,PhD,Neutral,No
68.0,129471.0,,,Blue,LA,High School,Very Unsatisfied,Yes
52.0,63331.0,46.63,160.1,Green,CHI,Bachelors,,Yes
60.0,75911.0,36.3,178.5,Yellow,NY,Bachelors,Very Satisfied,Yes
46.0,143636.0,69.74,176.9,Blue,DAL,Bachelors,,No
54.0,25184.0,38.11,150.2,Red,CHI,PhD,Very Satisfied,No
,57064.0,,187.1,,LA,High School,,No
75.0,,72.14,163.9,Yellow,LA,Bachelors,Satisfied,Yes
71.0,73489.0,34.52,,Yellow,CHI,Bachelors,,No
56.0,,43.69,175.2,Red,NY,Bachelors,Very Unsatisfied,Yes
59.0,117498.0,65.36,183.8,Green,NY,Bachelors,Satisfied,Yes
,,73.37,178.3,Yellow,HOU,PhD,Unsatisfied,No
46.0,80245.0,40.41,160.8,Green,DAL,,Unsatisfied,No
60.0,62447.0,67.31,186.2,Black,HOU,High School,Very Satisfied,No
20.0,29159.0,51.98,183.4,Blue,NY,PhD,Neutral,No
69.0,,45.33,156.7,Red,NY,High School,Neutral,Yes
27.0,,64.22,183.0,,CHI,Bachelors,Unsatisfied,No
76.0,89945.0,42.76,173.1,Red,CHI,Bachelors,Very Satisfied,No
59.0,43005.0,,162.4,Red,NY,,Unsatisfied,No
31.0,55611.0,19.81,185.9,Red,CHI,Bachelors,Unsatisfied,Yes
29.0,70034.0,,181.7,Yellow,DAL,High School,Satisfied,Yes
64.0,52154.0,,163.6,Green,DAL,Masters,Satisfied,
59.0,135185.0,52.93,179.0,Blue,LA,Bachelors,,Yes
47.0,,36.46,172.2,,HOU,,Neutral,No
49.0,,62.21,172.5,Green,NY,Bachelors,Unsatisfied,No
49.0,97156.0,,168.6,Green,DAL,High School,Neutral,Yes
59.0,75366.0,66.36,172.0,Green,CHI,Bachelors,,No
49.0,54673.0,47.68,177.0,Black,DAL,,Satisfied,Yes
43.0,118013.0,,168.8,,CHI,High School,Neutral,No
68.0,100908.0,49.74,,Blue,NY,Masters,Very Satisfied,No
18.0,,31.98,183.5,Green,HOU,,Very Unsatisfied,No
73.0,,,165.2,Red,NY,High School,,Yes
78.0,,46.02,,Blue,DAL,,Neutral,No
75.0,109109.0,39.29,177.4,Red,NY,High School,Unsatisfied,No
59.0,38382.0,76.57,156.2,Blue,CHI,,,No
19.0,117150.0,24.62,186.7,Yellow,NY,High School,Neutral,Yes
34.0,103252.0,49.34,,Green,CHI,Masters,Very Satisfied,Yes
47.0,39750.0,,169.0,Green,CHI,Bachelors,,Yes
73.0,95300.0,54.36,165.3,Green,HOU,PhD,Very Satisfied,Yes
56.0,99902.0,41.17,161.5,Black,DAL,Bachelors,,Yes
24.0,27229.0,,169.2,,DAL,Masters,Satisfied,Yes
69.0,90876.0,40.72,173.0,Green,CHI,Bachelors,Very Satisfied,No
44.0,60294.0,,171.4,Yellow,LA,,Unsatisfied,Yes
26.0,113776.0,70.62,155.7,Green,LA,Bachelors,Satisfied,No
39.0,88990.0,57.56,170.6,Yellow,LA,Bachelors,Very Unsatisfied,Yes
51.0,23816.0,56.1,,,DAL,Masters,Very Unsatisfied,Yes
63.0,25637.0,73.44,168.6,Yellow,LA,Masters,Unsatisfied,No
66.0,,63.61,176.7,Red,,Bachelors,Neutral,No
18.0,54128.0,79.69,171.7,Black,CHI,,Unsatisfied,Yes
26.0,140993.0,45.73,173.2,Yellow,NY,PhD,,Yes
37.0,25974.0,64.21,171.8,Red,NY,Masters,,No
70.0,69715.0,,179.3,Yellow,CHI,,Neutral,Yes
36.0,59069.0,34.67,167.7,Yellow,CHI,Bachelors,Unsatisfied,Yes
53.0,42540.0,40.14,173.5,,LA,Masters,Very Satisfied,Yes
77.0,33497.0,52.01,172.7,Red,DAL,,Satisfied,Yes
57.0,69885.0,63.35,170.8,Red,HOU,Masters,Neutral,Yes
62.0,45328.0,69.4,172.3,,DAL,Masters,Satisfied,No
,79700.0,31.59,181.2,,CHI,High School,,No
26.0,130739.0,47.36,179.1,Yellow,LA,High School,Neutral,No
58.0,132517.0,,181.2,Black,DAL,PhD,Very Unsatisfied,No
39.0,,86.64,182.6,Black,NY,,Neutral,Yes
35.0,74326.0,47.83,169.9,Green,HOU,High School,Very Unsatisfied,Yes
29.0,,40.65,174.5,Yellow,HOU,Masters,,No
59.0,125018.0,48.02,181.7,Red,HOU,PhD,,Yes
60.0,23986.0,59.79,164.5,Red,NY,PhD,Very Unsatisfied,Yes
56.0,140517.0,,164.4,,DAL,High School,Very Unsatisfied,Yes
26.0,63675.0,19.63,,Yellow,HOU,Masters,Very Satisfied,Yes
23.0,87321.0,,,,CHI,Bachelors,Satisfied,No
36.0,36268.0,46.92,172.2,Yellow,LA,High School,Neutral,Yes
65.0,147667.0,48.16,169.8,Red,NY,,Very Satisfied,No
,100381.0,87.85,171.9,Black,DAL,Masters,Unsatisfied,No
64.0,39017.0,46.18,181.0,Black,HOU,Masters,,Yes
24.0,85084.0,79.69,166.0,Blue,CHI,PhD,Satisfied,No
33.0,59848.0,,169.9,,LA,,Satisfied,No
22.0,71244.0,29.09,168.6,Yellow,LA,PhD,Neutral,No
33.0,60582.0,59.46,,Black,NY,High School,Very Unsatisfied,Yes
18.0,34033.0,47.02,175.9,Red,DAL,Bachelors,Unsatisfied,No
68.0,149109.0,29.23,163.5,Green,CHI,PhD,,Yes
54.0,62765.0,62.82,,,HOU,Masters,Unsatisfied,Yes
56.0,31555.0,68.81,174.6,,NY,High School,Very Satisfied,Yes
36.0,114471.0,56.09,178.5,Yellow,HOU,Bachelors,Neutral,Yes
71.0,109355.0,,164.3,Blue,NY,,Very Satisfied,No
54.0,134599.0,53.65,174.6,Red,LA,Bachelors,,Yes
78.0,47631.0,60.19,164.7,Green,HOU,High School,Neutral,Yes
34.0,70400.0,64.96,157.3,,,PhD,Very Unsatisfied,
43.0,,32.54,173.8,Black,,Bachelors,,Yes
39.0,122249.0,43.66,178.8,,LA,High School,Very Unsatisfied,Yes
79.0,48902.0,51.25,166.5,Yellow,HOU,,Very Unsatisfied,No
25.0,,48.45,171.8,Black,CHI,High School,Very Unsatisfied,
78.0,71853.0,55.49,171.2,Black,CHI,Bachelors,,Yes
78.0,,53.71,,,DAL,Masters,Very Satisfied,Yes
50.0,146514.0,52.92,168.7,Red,CHI,Masters,Satisfied,No
19.0,100573.0,40.73,167.6,Green,CHI,Masters,Very Unsatisfied,Yes
47.0,103460.0,40.45,167.7,,DAL,Masters,Very Satisfied,Yes
64.0,124146.0,74.08,159.9,Black,CHI,Bachelors,Neutral,Yes
37.0,139490.0,44.57,,,CHI,,Very Unsatisfied,
77.0,135200.0,99.55,174.2,Red,DAL,PhD,Very Unsatisfied,Yes
35.0,60039.0,23.99,176.4,Blue,DAL,Bachelors,,Yes
60.0,132488.0,41.92,188.6,Yellow,CHI,Masters,,No
74.0,82564.0,57.77,166.7,,HOU,High School,,Yes
27.0,81055.0,56.51,167.8,Red,NY,Bachelors,Unsatisfied,Yes
41.0,,35.2,150.4,Black,DAL,,Satisfied,
73.0,96080.0,,175.3,Red,HOU,Bachelors,Neutral,Yes
21.0,113944.0,40.45,164.3,Blue,CHI,Bachelors,,Yes
,28173.0,,162.9,Black,HOU,,Satisfied,Yes
21.0,132528.0,,,,LA,Bachelors,Unsatisfied,Yes
30.0,58856.0,32.83,171.9,Yellow,DAL,High School,,No
42.0,130942.0,37.83,175.8,Green,CHI,,Very Unsatisfied,Yes
30.0,119106.0,39.68,169.2,Blue,DAL,PhD,Very Unsatisfied,No
35.0,65506.0,28.27,158.5,Red,CHI,High School,,Yes
78.0,,53.68,169.5,Black,HOU,Masters,Very Satisfied,No
76.0,43923.0,33.07,165.7,Green,CHI,,Very Unsatisfied,Yes
41.0,76228.0,54.4,168.0,Black,LA,Masters,Very Unsatisfied,No
19.0,117317.0,34.43,169.0,Red,HOU,Masters,,No
,134509.0,66.27,170.4,,DAL,High School,Very Unsatisfied,No
50.0,119205.0,60.79,,Blue,CHI,High School,Satisfied,Yes
75.0,149785.0,59.59,160.6,Green,CHI,Masters,Unsatisfied,Yes
36.0,26876.0,48.79,185.5,Red,NY,Masters,Satisfied,No
26.0,106078.0,70.68,171.9,Red,NY,Bachelors,,Yes
45.0,38172.0,55.08,169.8,,LA,,Very Satisfied,No
52.0,106520.0,42.56,160.0,Blue,CHI,Masters,,Yes
74.0,51664.0,32.74,170.1,Red,LA,Masters,Neutral,Yes
56.0,128808.0,,180.9,Red,DAL,PhD,Neutral,No
78.0,87235.0,36.11,163.8,,NY,Masters,Satisfied,No
27.0,75830.0,57.55,164.4,Yellow,LA,Masters,Very Unsatisfied,Yes
18.0,96878.0,,,Black,DAL,Masters,Satisfied,No
59.0,25749.0,50.14,160.7,Green,CHI,High School,Satisfied,No
38.0,78552.0,62.57,187.9,Blue,NY,High School,Unsatisfied,Yes
26.0,121297.0,65.32,167.6,Blue,,,Satisfied,Yes
77.0,30734.0,45.06,183.7,Black,CHI,Bachelors,Unsatisfied,No
64.0,21594.0,51.63,161.6,Black,CHI,Bachelors,Very Unsatisfied,Yes
32.0,105361.0,,,,DAL,Masters,Satisfied,No
52.0,35238.0,73.75,,Yellow,DAL,Masters,Unsatisfied,Yes
,70990.0,59.44,183.4,Red,NY,Bachelors,,No
22.0,65819.0,82.7,,Green,HOU,,Unsatisfied,Yes
58.0,48248.0,32.83,167.3,Green,CHI,Bachelors,Unsatisfied,Yes
75.0,60676.0,39.05,162.4,Yellow,DAL,,Very Unsatisfied,No
39.0,22902.0,16.79,166.6,Green,NY,PhD,Neutral,Yes
58.0,67434.0,,161.2,,HOU,High School,Very Satisfied,
40.0,134103.0,33.21,182.9,Yellow,LA,High School,Very Unsatisfied,No
24.0,27405.0,,164.7,Green,DAL,Bachelors,Satisfied,Yes
73.0,,51.78,167.3,Black,LA,Bachelors,Very Satisfied,No
40.0,38723.0,78.75,163.3,Red,HOU,Bachelors,,Yes
61.0,24521.0,57.46,170.1,Blue,HOU,,Very Unsatisfied,Yes
42.0,,25.2,175.5,Black,DAL,,Unsatisfied,Yes
44.0,123232.0,29.36,162.4,Green,CHI,Bachelors,Satisfied,No
58.0,,46.05,172.7,Red,LA,High School,Unsatisfied,No
23.0,105547.0,,,Yellow,CHI,PhD,Very Satisfied,No
72.0,29036.0,54.09,143.3,Yellow,CHI,Bachelors,Very Satisfied,No
51.0,,28.96,181.4,Yellow,NY,High School,Neutral,No
26.0,134349.0,44.89,169.5,Blue,NY,High School,,No
77.0,,66.73,165.4,Yellow,NY,Bachelors,Very Satisfied,No
78.0,29252.0,52.3,157.2,,LA,PhD,Very Satisfied,No
66.0,74797.0,,182.1,Green,HOU,Masters,,Yes
50.0,71833.0,64.76,175.5,Green,DAL,Bachelors,Very Satisfied,Yes
68.0,62380.0,40.71,189.2,Green,DAL,High School,,No
77.0,78093.0,29.4,170.2,Green,DAL,PhD,Neutral,Yes
23.0,116651.0,33.14,168.6,,NY,Masters,Neutral,Yes
54.0,99414.0,65.0,164.7,Blue,LA,,Very Unsatisfied,No
48.0,30139.0,42.86,177.4,,DAL,Masters,Unsatisfied,Yes
51.0,78389.0,38.84,177.5,Black,CHI,Masters,Very Satisfied,No
58.0,113523.0,,171.9,Blue,LA,PhD,Neutral,Yes
79.0,90126.0,40.72,,Red,CHI,PhD,Very Unsatisfied,No
46.0,121778.0,,168.5,Blue,LA,PhD,Unsatisfied,No
75.0,70378.0,54.32,172.9,Yellow,CHI,Masters,Satisfied,Yes
31.0,22973.0,34.64,172.7,Yellow,DAL,High School,Unsatisfied,No
53.0,123349.0,,,Blue,LA,Masters,Very Satisfied,No
53.0,144249.0,40.39,184.1,,HOU,Bachelors,Very Satisfied,Yes
,102958.0,44.6,,Blue,DAL,Bachelors,Satisfied,No
32.0,,65.04,167.3,Blue,DAL,Bachelors,Very Satisfied,Yes
25.0,35388.0,55.92,,Yellow,DAL,,Unsatisfied,Yes
43.0,,38.97,170.1,Green,HOU,,Satisfied,No
53.0,34495.0,54.78,178.3,Red,CHI,PhD,Unsatisfied,No
65.0,,,181.4,Green,HOU,High School,Unsatisfied,No
38.0,67773.0,68.67,176.9,Red,CHI,High School,Very Unsatisfied,No
45.0,73867.0,43.23,156.7,Green,CHI,Masters,Very Satisfied,Yes
21.0,139410.0,52.98,174.3,Red,HOU,PhD,Very Satisfied,No
79.0,,62.55,163.0,Green,LA,Masters,Very Satisfied,Yes
33.0,126915.0,,159.6,Blue,DAL,Masters,,Yes
39.0,,48.61,165.8,Yellow,LA,High School,Very Unsatisfied,No
29.0,137585.0,,180.1,Black,NY,High School,Neutral,No
33.0,106504.0,46.25,167.3,,LA,,Neutral,Yes
68.0,,37.58,166.8,Yellow,HOU,High School,Satisfied,Yes
57.0,56070.0,44.02,152.2,Red,DAL,,,Yes
55.0,53563.0,,179.8,Blue,CHI,PhD,Unsatisfied,No
59.0,123741.0,81.17,154.4,Red,NY,High School,Very Unsatisfied,No
54.0,39193.0,34.08,157.4,Black,,,Satisfied,No
46.0,36850.0,,197.6,Red,DAL,Masters,Very Unsatisfied,Yes
35.0,32727.0,75.96,159.2,Red,LA,Bachelors,,No
27.0,100951.0,,188.6,Yellow,CHI,Bachelors,Unsatisfied,No
59.0,144234.0,,186.9,Blue,HOU,High School,Very Satisfied,No
56.0,,50.42,172.5,Red,NY,High School,Neutral,Yes
35.0,96477.0,75.72,,Yellow,HOU,Bachelors,Unsatisfied,No
18.0,148020.0,34.03,167.4,Black,DAL,High School,Neutral,Yes
56.0,75460.0,48.32,,Red,LA,,Very Satisfied,No
38.0,,58.1,194.1,Blue,LA,High School,Very Unsatisfied,No
18.0,35218.0,39.81,161.6,Red,HOU,Masters,Very Satisfied,Yes
32.0,121793.0,25.09,170.0,Green,DAL,Masters,Neutral,No
21.0,,36.51,172.6,Yellow,LA,High School,,Yes
77.0,48444.0,30.51,155.0,Green,NY,PhD,,Yes
78.0,89187.0,,177.8,,HOU,Bachelors,Very Unsatisfied,No
37.0,43519.0,,162.5,Red,DAL,High School,Very Satisfied,Yes
27.0,70107.0,54.32,170.2,Green,CHI,Bachelors,Unsatisfied,Yes
40.0,123690.0,32.87,174.2,Blue,CHI,Masters,,
58.0,44281.0,57.91,,Black,LA,,Very Satisfied,Yes
51.0,39793.0,46.08,160.2,Black,NY,High School,Neutral,No
77.0,54687.0,74.51,166.7,Black,LA,High School,Unsatisfied,No
63.0,39316.0,45.03,170.8,Red,DAL,Masters,Satisfied,No
65.0,76927.0,38.87,,Green,NY,PhD,Unsatisfied,Yes
50.0,93915.0,59.32,178.3,Blue,CHI,Masters,Neutral,No
51.0,66554.0,,,Yellow,LA,Bachelors,,Yes
56.0,20207.0,51.02,168.1,Black,LA,Bachelors,Very Satisfied,No
78.0,20073.0,,161.5,Red,NY,,,Yes
27.0,44427.0,42.83,,Red,HOU,Bachelors,Unsatisfied,Yes
71.0,133313.0,52.46,170.6,Yellow,HOU,PhD,Very Satisfied,Yes
37.0,139456.0,,158.4,Red,LA,High School,Satisfied,Yes
18.0,60329.0,,167.6,Blue,NY,High School,Neutral,No
30.0,149513.0,69.46,149.6,Black,CHI,Bachelors,,No
18.0,96347.0,,,Red,CHI,Masters,Neutral,No
22.0,,,,Green,DAL,High School,Unsatisfied,No
33.0,90505.0,69.03,,Black,NY,,Very Satisfied,No
32.0,60472.0,47.54,171.8,Blue,CHI,,Satisfied,Yes
66.0,25889.0,90.28,,Black,HOU,Bachelors,Unsatisfied,No
45.0,46457.0,,173.0,,NY,High School,Very Unsatisfied,No
48.0,60787.0,45.12,187.0,Blue,,,Very Satisfied,No
40.0,28706.0,50.97,192.1,Red,HOU,Masters,,Yes
65.0,58687.0,53.23,183.3,Black,CHI,Masters,Very Unsatisfied,Yes
62.0,31520.0,56.85,,,NY,High School,,Yes
60.0,20279.0,43.78,171.3,,DAL,Bachelors,Satisfied,Yes
34.0,84305.0,58.26,163.0,Blue,CHI,Bachelors,Satisfied,No
66.0,,60.52,174.2,Red,CHI,High School,Very Satisfied,No
51.0,,36.03,174.3,Yellow,HOU,High School,,No
30.0,45131.0,59.84,,,LA,Masters,,Yes
31.0,,57.04,161.1,Black,CHI,,Satisfied,Yes
28.0,60229.0,63.88,172.8,Blue,HOU,High School,Very Unsatisfied,No
45.0,142479.0,46.52,180.2,Blue,NY,Masters,Very Unsatisfied,Yes
59.0,113491.0,14.97,200.1,Red,NY,Masters,Satisfied,Yes
49.0,20290.0,,158.0,Green,HOU,,Unsatisfied,Yes
52.0,57648.0,50.81,,Green,NY,Masters,Very Satisfied,Yes
78.0,31065.0,40.17,179.2,,NY,High School,Unsatisfied,Yes
76.0,35402.0,,175.6,Green,HOU,PhD,Unsatisfied,
48.0,109903.0,48.7,,Red,NY,Bachelors,,No
34.0,44107.0,46.12,163.2,Green,CHI,Masters,Unsatisfied,No
64.0,126272.0,60.52,,Yellow,DAL,PhD,,No
26.0,145898.0,51.31,152.4,Black,DAL,Bachelors,Neutral,No
27.0,103542.0,47.39,,Green,DAL,High School,,Yes
25.0,33029.0,33.93,152.0,Black,NY,Masters,Very Satisfied,Yes
38.0,39935.0,36.97,162.5,,DAL,,Unsatisfied,No
30.0,,53.33,182.9,,DAL,Bachelors,Unsatisfied,No
76.0,88811.0,,,Yellow,CHI,High School,Unsatisfied,No
67.0,128507.0,75.93,173.4,Black,CHI,Bachelors,Satisfied,Yes
22.0,80033.0,60.62,155.0,Green,LA,Masters,Very Unsatisfied,Yes
23.0,25257.0,40.36,171.6,Red,DAL,,Unsatisfied,Yes
47.0,,63.89,149.3,Blue,NY,Bachelors,Very Unsatisfied,Yes
48.0,122299.0,71.95,161.2,Yellow,NY,PhD,Neutral,No
34.0,,60.36,169.4,,DAL,High School,Satisfied,Yes
28.0,77991.0,35.64,163.6,,LA,High School,,No
37.0,75914.0,78.97,181.2,,DAL,High School,Satisfied,No
65.0,,84.32,150.8,Yellow,NY,Masters,Very Satisfied,No
26.0,,16.3,175.4,Green,HOU,High School,Unsatisfied,No
19.0,121996.0,48.42,167.8,Black,DAL,Bachelors,Very Unsatisfied,No
54.0,21757.0,39.53,167.6,Black,HOU,Bachelors,Very Satisfied,Yes
18.0,41339.0,74.1,191.9,Green,HOU,PhD,Satisfied,No
21.0,42846.0,53.93,,Red,DAL,High School,Neutral,No
53.0,140652.0,42.89,,Black,HOU,High School,Satisfied,Yes
71.0,125718.0,41.53,,Red,CHI,Masters,,No
75.0,125508.0,,166.0,Black,DAL,High School,Very Satisfied,No
42.0,47915.0,94.72,186.7,,LA,Bachelors,Very Satisfied,Yes
20.0,64617.0,50.51,164.3,Blue,LA,High School,Very Satisfied,No
26.0,65170.0,44.72,177.4,,CHI,High School,Unsatisfied,No
39.0,,22.46,168.0,Yellow,NY,,Neutral,Yes
40.0,108768.0,,161.8,,,Bachelors,Unsatisfied,Yes
29.0,53493.0,32.81,162.8,Yellow,CHI,Masters,Unsatisfied,No
27.0,148526.0,59.86,163.6,Yellow,LA,Bachelors,Very Satisfied,No
51.0,52079.0,41.69,176.2,Red,LA,High School,Unsatisfied,No
60.0,53875.0,73.0,,Red,HOU,PhD,Very Satisfied,Yes
27.0,49558.0,38.46,172.7,Black,CHI,Bachelors,Neutral,Yes
47.0,31017.0,47.99,168.1,Green,HOU,High School,Very Satisfied,
39.0,115017.0,,174.1,,,High School,,
23.0,112313.0,63.64,156.8,Yellow,DAL,High School,Unsatisfied,Yes
67.0,144720.0,56.95,171.9,Yellow,,High School,Very Unsatisfied,Yes
19.0,40732.0,57.12,161.4,Blue,LA,Masters,,No
47.0,133141.0,45.31,181.1,Yellow,DAL,Bachelors,,Yes
19.0,,35.08,171.0,Green,CHI,Masters,Very Satisfied,Yes
49.0,,48.89,169.5,Black,,PhD,,No
59.0,,45.53,,Black,HOU,High School,Unsatisfied,No
33.0,43457.0,56.63,185.4,,HOU,Bachelors,Neutral,No
29.0,114056.0,58.67,,Red,CHI,High School,Very Unsatisfied,Yes
18.0,20824.0,47.44,,Yellow,LA,Bachelors,,Yes
70.0,51573.0,,171.1,Black,HOU,,Very Satisfied,No
25.0,122906.0,51.66,166.0,Blue,HOU,Bachelors,Neutral,Yes
65.0,,,171.8,Red,DAL,Bachelors,Satisfied,No
67.0,95462.0,49.58,,Red,CHI,PhD,,No
30.0,43876.0,58.52,,Black,DAL,Bachelors,,Yes
32.0,36734.0,,166.5,Green,CHI,PhD,Unsatisfied,Yes
70.0,41586.0,41.9,163.9,,LA,Bachelors,Unsatisfied,
61.0,50659.0,,,Yellow,DAL,PhD,Very Satisfied,Yes
25.0,82257.0,47.02,181.1,Yellow,LA,PhD,,No
27.0,136861.0,53.84,173.6,,LA,PhD,Very Satisfied,No
63.0,64245.0,55.4,178.4,,LA,Bachelors,Unsatisfied,Yes
22.0,45410.0,,180.3,Yellow,HOU,PhD,Neutral,No
67.0,27894.0,43.55,151.6,Black,HOU,High School,Very Satisfied,Yes
36.0,112099.0,31.85,181.4,,LA,High School,Very Satisfied,Yes
64.0,130317.0,53.25,164.3,Red,DAL,PhD,Neutral,No
55.0,130167.0,31.37,167.3,Red,DAL,PhD,Satisfied,Yes
76.0,123295.0,30.12,156.3,Black,NY,Bachelors,Satisfied,Yes
28.0,72154.0,,174.1,,LA,PhD,Satisfied,Yes
70.0,22509.0,65.27,167.5,Red,HOU,Masters,Satisfied,Yes
60.0,88208.0,,173.5,,HOU,High School,Very Satisfied,No
37.0,149128.0,48.54,163.2,Green,DAL,Masters,Neutral,No
37.0,105362.0,37.22,182.1,Black,CHI,High School,Very Unsatisfied,Yes
38.0,89694.0,39.74,175.7,Red,,Bachelors,Satisfied,Yes
35.0,84450.0,25.43,177.6,Red,CHI,Bachelors,Satisfied,No
74.0,,54.67,170.1,Red,CHI,Bachelors,Neutral,Yes
67.0,84980.0,46.2,169.5,,LA,Masters,Unsatisfied,Yes
27.0,73273.0,44.53,182.8,Yellow,DAL,Masters,,Yes
51.0,93343.0,59.74,172.4,Blue,NY,PhD,Very Unsatisfied,No
43.0,130592.0,68.02,177.7,Blue,LA,PhD,Satisfied,No
47.0,,31.3,161.0,Black,LA,High School,Neutral,Yes
26.0,141714.0,60.51,,Yellow,,Bachelors,Very Satisfied,Yes
63.0,51171.0,45.88,,Blue,CHI,High School,Very Satisfied,Yes
68.0,44525.0,41.83,167.7,Red,LA,Bachelors,Neutral,Yes
48.0,46513.0,67.3,175.0,Yellow,,PhD,Very Unsatisfied,
59.0,141867.0,41.87,151.5,Yellow,DAL,Bachelors,Very Satisfied,No
72.0,25797.0,,156.4,Green,LA,High School,Very Unsatisfied,No
21.0,118601.0,,160.7,Red,HOU,High School,,Yes
78.0,134447.0,,165.7,Black,HOU,High School,,No
78.0,124384.0,43.66,165.9,Blue,LA,PhD,Satisfied,Yes
23.0,27746.0,,173.6,Red,DAL,Masters,,No
31.0,,80.19,160.0,Green,NY,Masters,Neutral,No
21.0,128797.0,45.4,171.5,Black,LA,High School,Very Unsatisfied,No
43.0,89474.0,15.06,162.4,Blue,CHI,Bachelors,Unsatisfied,Yes
64.0,44316.0,,173.2,,LA,High School,Unsatisfied,Yes
65.0,77077.0,51.51,162.8,Red,DAL,,,No
56.0,54362.0,54.74,,Red,CHI,Masters,Very Satisfied,No
34.0,36334.0,75.03,156.2,Red,HOU,Masters,Neutral,Yes
36.0,97093.0,37.79,159.3,Yellow,HOU,High School,,No
78.0,121519.0,,,Black,DAL,Bachelors,Neutral,No
68.0,48880.0,,165.4,Green,NY,PhD,Very Unsatisfied,No
66.0,64257.0,82.96,155.7,,NY,,,Yes
23.0,29673.0,44.21,171.0,Red,DAL,Masters,Very Satisfied,Yes
46.0,82346.0,33.67,174.7,Black,CHI,Masters,,Yes
28.0,89915.0,,179.9,Yellow,CHI,,Unsatisfied,No
33.0,130170.0,,164.4,Red,LA,Bachelors,Satisfied,Yes
47.0,68613.0,49.68,167.8,Red,LA,High School,Very Satisfied,Yes
42.0,,49.89,166.1,Red,LA,Masters,,No
57.0,55950.0,63.07,153.9,Green,HOU,Masters,,
28.0,40829.0,33.84,169.3,Blue,CHI,Masters,Very Satisfied,
24.0,,,176.8,Green,LA,High School,Very Unsatisfied,No
43.0,,69.25,181.0,Black,DAL,,Satisfied,Yes
73.0,134049.0,43.02,169.1,Green,NY,Masters,Very Satisfied,Yes
39.0,93107.0,44.61,168.6,Blue,DAL,Masters,Very Unsatisfied,No
42.0,,39.64,178.8,Blue,CHI,,Neutral,Yes
36.0,67068.0,33.43,172.9,Green,DAL,High School,Very Satisfied,Yes
48.0,62733.0,58.96,,Yellow,,,Neutral,Yes
43.0,,37.4,159.9,Blue,CHI,,Very Satisfied,Yes
59.0,111429.0,23.17,144.3,Black,LA,Masters,Very Satisfied,Yes
58.0,25613.0,36.38,,Blue,NY,High School,Neutral,Yes
53.0,130775.0,32.27,153.1,,NY,PhD,Unsatisfied,No
40.0,46606.0,83.99,192.2,,HOU,Masters,Very Unsatisfied,Yes
64.0,36595.0,48.75,168.3,Red,LA,Bachelors,Unsatisfied,No
30.0,21274.0,61.04,178.9,,HOU,High School,Unsatisfied,Yes
42.0,134402.0,35.89,172.1,Red,NY,High School,Very Unsatisfied,Yes
19.0,57030.0,53.96,160.9,,HOU,High School,,Yes
19.0,113726.0,51.59,173.7,Blue,LA,Masters,Very Unsatisfied,No
33.0,75119.0,16.3,172.2,Black,NY,High School,Satisfied,No
26.0,105654.0,38.41,168.6,,DAL,Bachelors,Neutral,Yes
45.0,144065.0,29.61,171.6,Blue,NY,High School,Unsatisfied,Yes
30.0,93311.0,29.13,166.4,Green,HOU,Masters,,Yes
52.0,117552.0,47.61,164.8,Yellow,NY,Masters,Neutral,
58.0,143754.0,42.13,181.4,Blue,CHI,Masters,Unsatisfied,No
30.0,,59.36,185.0,Yellow,DAL,Bachelors,Very Satisfied,Yes
48.0,74690.0,,168.9,Blue,NY,High School,Very Unsatisfied,No
38.0,99477.0,,153.9,Black,HOU,Bachelors,Satisfied,No
49.0,,62.09,175.9,Blue,HOU,High School,Neutral,No
71.0,64423.0,27.75,,Black,DAL,PhD,Satisfied,Yes
51.0,55253.0,45.57,176.1,Red,HOU,PhD,Satisfied,No
25.0,43638.0,67.75,170.1,Yellow,HOU,High School,Satisfied,Yes
76.0,,52.48,183.6,Yellow,LA,Masters,Very Satisfied,No
